publisher	journal	issn	role	editor	orcid	affiliation	url	date
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Yuri Engelhardt	0000-0002-6073-4087	ITC, University of Twente, The Netherlands	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Lisa Ehrenstrasser	NA	Vienna University of Technology, Austria	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Wes Ervin	NA	IIID vice-president, USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Priscila Lena Farias	0000-0002-2540-770X	The University of São Paulo, Brazil	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Tim Fendley	NA	Applied Information Group, UK	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Martin Fössleitner	NA	High-Performance-Vienna, Austria	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Jorge Frascara	NA	University of Alberta, Canada	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Regina Henze	NA	Braunschweig University of Art, Germany	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Ron Hofer	NA	USEEDS/User Centred Thinking, Berlin, Germany	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Nigel Holmes	NA	Explanation graphics designer, USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Robert E. Horn	NA	Human Science and Technology Advanced Research Institute (H-STAR), Stanford University, USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Yateendra Joshi	NA	World Insitute of Sustainable Energy; Cactus Communications, India	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Yo Kaminagai	NA	RATP (Paris transport company), Paris, France	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Dirk Knemeyer	NA	Facio Inc., USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Keiichi Koyama	NA	i Design; Chiba University; Nagaoka Institute of Design, Japan	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Robert Linsky	NA	NEPS, LLC, USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Richard E. Mayer	NA	University of California, USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Isabel Meirelles	NA	OCAD University, Canada	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Per Mollerup	NA	Swinburne University of Technology, Australia; Oslo National Academy of The Arts, Norway; Mollerup Designlab A/S, Denmark	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Guillermina Noël	NA	University of Alberta, Canada	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Byungkeun Oh	NA	Yonsei University, South Korea	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Jay Rutherford	NA	Bauhaus University Weimar, Germany	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Andreas Schneider	NA	Institute for Information Design Japan (IIDj), Japan	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Michael Stoll	NA	Augsburg University of Applied Sciences, Germany	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Robert O. Swinehart	NA	Carnegie Mellon University, USA	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Karel van der Waarde	NA	AKV St Joost, Avans University, The Netherlands and Van der Waarde Design Research, Belgium	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Sue Walker	0000-0001-5942-1836	The University of Reading, UK	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Robert Waller	NA	Simplification Center, UK	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Information Design Journal	0142-5471	Editorial Board	Wibke Weber	NA	Zurich University of Applied Sciences, Switzerland	https://benjamins.com/catalog/idj	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editors	Kerstin Dautenhahn	NA	University of Waterloo	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editors	Angelo Cangelosi	0000-0002-4709-2243	University of Manchester	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Marc Bekoff	NA	University of Colorado, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Justine Cassell	NA	HCII, Carnegie Mellon University, USA &amp; Inria Paris, France	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Jean-Louis Dessalles	NA	Telecom ParisTech, France	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Harold Gouzoules	NA	Emory University, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	James Hurford	NA	University of Edinburgh, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Tetsuro Matsuzawa	NA	Caltech: California Institute of Technology, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Robert W. Mitchell	NA	Eastern Kentucky University, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Yoshihiro Miyake	NA	Tokyo Institute of Technology, Japan	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Chrystopher L. Nehaniv	NA	University of Waterloo, Canada	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Jacqueline Nadel	NA	Hôpital de la Salpêtrière, France	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Irene M. Pepperberg	NA	University of Harvard, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Giulio Sandini	NA	University of Genova, Italy	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Guy Theraulaz	NA	CNRS - Université Paul Sabatier - Toulouse III, France	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Michael Tomasello	NA	Duke University, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Associate Editors	Tomio Watanabe	NA	Okayama Prefectural University, Japan	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Harold Bekkering	NA	Radboud University Nijmegen, The Netherlands	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Aude Billard	NA	EPFL, Swiss Institute of Technology, Lausanne, Switzerland	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Cynthia Breazeal	NA	MIT Media Laboratory, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Paul Brna	NA	University of Leeds, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Josep Call	NA	University of St. Andrews, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Lola Cañamero	NA	University of Hertfordshire, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Yiannis Demiris	NA	Imperial College London, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Merlin Donald	NA	Queen's University, Canada	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Bruce Edmonds	NA	Manchester Metropolitan University, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Philippe Gaussier	NA	University of Cergy-Pontoise, France	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	R. Peter Hobson	NA	University College London, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Marco Iacoboni	0000-0002-0035-5413	University of California - Los Angeles, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Takashi Ikegami	NA	University of Tokyo, Japan	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Kevin Laland	NA	University of St. Andrews, Scotland, UK	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Dominic W. Massaro	0000-0003-1204-5241	University of California - Santa Cruz, USA	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Wolfgang Prinz	NA	Max-Planck-Institute for Psychological Research, Germany	https://benjamins.com/catalog/is	2022-01-20
John Benjamins	Interaction Studies | Social Behaviour and Communication in Biological and Artificial Systems	1572-0373	Editorial Board	Michael J. Ryan	NA	University of Texas, USA	https://benjamins.com/catalog/is	2022-01-20
